CUST_ID,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE
C10085,0.010343759443518698,0.0,0.0,0.0,0.0,0.4499842670559864,0.0,0.0,0.0,0.2380957142857143,0.3125,0.0,0.727626459143969,0.021348265973128295,0.0272672981938335,0.0,1.0
C10086,0.00047946696024932727,0.5000006874997422,0.026375992197226215,0.009228141249464146,0.04839469020013293,0.0,0.416667,0.166667,0.25,0.0,0.0,0.08333333333333333,0.9221789883268483,0.038476124156804715,0.016476856904539625,0.444444,1.0
C10087,0.005383581742544026,0.3750008593746777,0.07850351679895964,0.0,0.18277822908204713,0.0,0.5,0.0,0.416667,0.0,0.0,0.2,0.08171206225680934,0.13293375225514317,0.02331224905209849,1.0,1.0
C10093,0.5119014765925293,0.9999999999999998,0.00892085418169996,0.014725757312974702,0.0,0.01571215245841359,0.083333,0.083333,0.0,0.11904714285714287,0.0625,0.016666666666666666,0.33852140077821014,0.1967367287658775,0.1604535470159959,0.0,1.0
C10094,0.7747382392605284,0.9999999999999998,0.0,0.0,0.0,0.40958078243016394,0.0,0.0,0.0,0.5952385714285715,0.875,0.0,0.4941634241245137,0.2752193653065675,0.4743443669571613,0.0,1.0
C10097,0.1675533030085242,0.9999999999999998,0.009049710964324513,0.014938462696384337,0.0,0.07471218024761378,0.083333,0.083333,0.0,0.11904714285714287,0.0625,0.016666666666666666,0.12840466926070038,0.08076004713021058,0.05175479855139984,0.0,1.0
C10100,0.14451587776256608,0.9999999999999998,0.0,0.0,0.0,0.01818038813342909,0.0,0.0,0.0,0.11904714285714287,0.0625,0.0,0.08171206225680934,0.02780748380929031,0.481255062037225,0.0,1.0
C10101,0.2053984298111874,0.9999999999999998,0.14658747591369373,0.2419736441668003,0.0,0.0,0.666667,0.666667,0.0,0.0,0.0,0.18333333333333332,0.45525291828793774,0.07641564116830751,0.06443634254737717,0.0,1.0
C10103,0.0005963359968622566,0.12499982812506444,0.01566105511898437,0.0,0.0364633335794993,0.0,0.25,0.0,0.166667,0.0,0.0,0.05,0.5330739299610896,0.039899121662450555,0.020161109666824672,1.0,1.0
C10105,0.0006176174407773041,0.5416672968747636,0.003964824080755537,0.006544781027988757,0.0,0.0,0.111111,0.111111,0.0,0.0,0.0,0.016666666666666666,0.10505836575875487,0.004843944801639683,0.010081234220639616,0.0,0.25
C10106,0.002965636866305451,0.0,0.26688816817197825,0.0,0.6213905915368142,0.0,1.0,0.0,1.0,0.0,0.0,0.2,0.14396887159533073,0.13046820407506748,0.00906742502715695,0.0,1.0
C10109,0.10930413070617655,0.9999999999999998,0.0,0.0,0.0,0.13872137883463453,0.0,0.0,0.0,0.11904714285714287,0.0625,0.0,0.29961089494163423,0.40982550477160945,0.03556998508557822,0.083333,1.0
C10110,0.3095699443394436,0.9999999999999998,0.1601788928625237,0.26440915353074573,0.0,0.14468249961522298,0.25,0.25,0.0,0.47619,0.375,0.06666666666666667,0.29961089494163423,0.09759784857108175,0.17006428624756834,0.0,1.0
C10111,0.051814154934586444,0.9999999999999998,0.1866718473701322,0.0,0.43462447382024966,0.0,1.0,0.0,1.0,0.0,0.0,0.2,0.18287937743190663,0.2011237559505319,0.02924103508775711,0.083333,1.0
C10113,0.15806265414768358,0.9999999999999998,0.08399479815080606,0.05813074509059613,0.11357174507052656,0.06216229105139701,0.666667,0.166667,0.5,0.11904714285714287,0.125,0.16666666666666666,0.14396887159533073,0.10571591632031925,0.08252466968791666,0.0,1.0
C10115,0.01980657977721224,0.7500003437498708,0.26858907770262236,0.19164100567105277,0.35504670999187654,0.0,0.916667,0.333333,0.833333,0.0,0.0,0.5666666666666667,0.4163424124513619,0.15736938888315122,0.01793187862817682,0.0,1.0
C10118,0.8188998379373237,0.9999999999999998,0.0,0.0,0.0,0.5064985388301075,0.0,0.0,0.0,0.35714285714285715,0.6875,0.0,0.5330739299610896,0.23409871069362928,0.4570778141864968,0.0,1.0
C10119,0.022231482926374568,0.7500003437498708,0.2991261527726015,0.40982109841059994,0.1184089062846171,0.0,0.666667,0.416667,0.333333,0.0,0.0,0.23333333333333334,0.377431906614786,0.34521201891328945,0.022621744880378894,1.0,1.0
C10120,0.08624337237880673,0.9999999999999998,0.20727505570577834,0.2185793243822545,0.17429473451000665,0.0,1.0,0.583333,1.0,0.0,0.0,0.4166666666666667,0.22178988326848248,0.1012054869655763,0.03439292423367953,0.0,1.0
C10122,0.22640438233846946,0.9999999999999998,0.0,0.0,0.0,0.08685351755472837,0.0,0.0,0.0,0.35714285714285715,0.625,0.0,0.12840466926070038,0.12598720840601585,0.4039225540465142,0.0,1.0
C10123,0.006964538399733954,0.0,0.09812939599869955,0.0,0.2284727863525589,0.0,0.166667,0.0,0.166667,0.0,0.0,0.03333333333333333,0.5330739299610896,0.36089858636786626,0.024345695641509974,1.0,1.0
C10124,0.3376022102096885,0.9999999999999998,0.0,0.0,0.0,0.07672686214004493,0.0,0.0,0.0,0.47619,0.25,0.0,0.22178988326848248,0.17082518618516981,0.11744071794652047,0.0,1.0
C10128,0.3647063172290565,0.9999999999999998,0.0,0.0,0.0,0.15055980496648175,0.0,0.0,0.0,0.2380957142857143,0.125,0.0,0.23735408560311283,0.19519441829295012,0.23393282766978374,0.0,1.0
C10132,0.007284052950284477,0.6562501289062015,0.0,0.0,0.0,0.04110698927084244,0.0,0.0,0.0,0.17857142857142858,0.0625,0.0,0.08171206225680934,0.07068561655781629,0.014019894108085261,0.166667,0.0
C10133,0.5383440845093201,0.9999999999999998,0.38801750866314066,0.3525346300726144,0.4061738424045492,0.0,0.833333,0.166667,0.583333,0.0,0.0,0.31666666666666665,0.377431906614786,0.18400500709408166,0.17990987916920723,0.0,1.0
C10137,0.5880460586711981,0.9999999999999998,0.25198835927649893,0.11503761612895838,0.4244424340890629,0.0,0.833333,0.25,0.833333,0.0,0.0,0.55,0.377431906614786,0.34920691410266924,0.5915747111790262,0.0,1.0
C10138,0.003078553511592388,0.5000006874997422,0.04967924573186688,0.0,0.11566723284838638,0.0,0.583333,0.0,0.5,0.0,0.0,0.11666666666666667,0.22178988326848248,0.05857667869632913,0.028747769489759246,0.0,1.0
C10140,0.02930239164892141,0.9999999999999998,0.08722612977662182,0.0,0.2030869212022746,0.0,0.916667,0.0,0.916667,0.0,0.0,0.36666666666666664,0.29961089494163423,0.10151406650175858,0.03064542196956302,0.0,1.0
C10141,0.1981303553144799,0.9999999999999998,0.2637837109167466,0.38274861168832447,0.07430673510080497,0.0,0.5,0.166667,0.25,0.0,0.0,0.13333333333333333,0.14396887159533073,0.18701504932806776,0.11750746217319223,0.0,1.0
C10143,0.08953209517403045,0.9999999999999998,0.17799284745735836,0.2338188470059263,0.08462262757551142,0.0883702845385587,0.916667,0.333333,0.916667,0.35714285714285715,0.1875,0.3,0.08171206225680934,0.17814269414363124,0.03055158108093482,0.0,1.0
C10145,0.2833948409926964,0.9999999999999998,0.142852611629622,0.2358084604384349,0.0,0.10902674617967383,1.0,1.0,0.0,0.11904714285714287,0.0625,0.2,0.18287937743190663,0.19443692292496073,0.1141140643152851,0.0,1.0
C10146,0.12008894403013798,0.9999999999999998,0.03906541166768431,0.048647357381040424,0.022339561332250204,0.0,0.333333,0.25,0.166667,0.0,0.0,0.08333333333333333,0.06614785992217899,0.09017002850856289,0.0843494123674085,0.0,1.0
C10147,0.09687458473470585,0.7500003437498708,0.0,0.0,0.0,0.1970239394523673,0.0,0.0,0.0,0.2380957142857143,0.1875,0.0,0.5719844357976654,0.28705536504951873,0.028636438085400756,0.0,1.0
C10151,0.3876563708149852,0.9999999999999998,0.2031972341387213,0.33542002768442375,0.0,0.0,0.083333,0.083333,0.0,0.0,0.0,0.03333333333333333,0.5719844357976654,0.12803233380790396,0.13573584178207285,0.0,1.0
C10153,0.03357564533503039,0.9999999999999998,0.005679610495682307,0.009375398822593892,0.0,0.05792106491253887,0.083333,0.083333,0.0,0.11904714285714287,0.0625,0.016666666666666666,0.6887159533073931,0.22637839857831324,0.03217450592634935,0.083333,1.0
C10154,0.14051424612230995,0.8750001718749354,0.18733000816753764,0.05398135391885127,0.3600177239494868,0.0,0.5,0.25,0.416667,0.0,0.0,0.15,0.10505836575875487,0.35821508930291546,0.1643802016633064,0.0,1.0
C10158,0.006238398071420889,0.9999999999999998,0.17251742540183496,0.0,0.4016690052433351,0.0,1.0,0.0,1.0,0.0,0.0,0.4,0.6108949416342413,0.15313036467683408,0.03195702086804019,1.0,1.0
C10160,0.01349726156401354,0.5000006874997422,0.48829187448952893,0.2583650482513981,0.7724641828520789,0.0,1.0,0.5,1.0,0.0,0.0,0.7666666666666666,0.29961089494163423,0.47153868373534136,0.015782729168671315,0.636364,1.0
C10163,0.21992311240664347,0.9999999999999998,0.0,0.0,0.0,0.009989980965332422,0.0,0.0,0.0,0.2380957142857143,0.125,0.0,0.12840466926070038,0.0665853440100399,0.4683192576405438,0.0,1.0
C10165,0.1326718304100606,0.9999999999999998,0.05848115519114418,0.09653552016283416,0.0,0.014105597989974412,0.083333,0.083333,0.0,0.11904714285714287,0.0625,0.03333333333333333,0.08171206225680934,0.08049743287922116,0.06008092277065587,0.0,1.0
C10166,0.34707844321385645,0.9999999999999998,0.0,0.0,0.0,0.06476878809645963,0.0,0.0,0.0,0.5952385714285715,0.3125,0.0,0.22178988326848248,0.1426848490724007,0.11952592088022386,0.0,1.0
C10167,0.5090502201966698,0.9999999999999998,0.0,0.0,0.0,0.14897824178580577,0.0,0.0,0.0,0.11904714285714287,0.0625,0.0,0.6498054474708173,0.18488999548391258,0.19493357390871419,0.0,1.0
C10168,0.11050823270826962,0.9999999999999998,0.12850391328136773,0.03763249091093535,0.24611365482608377,0.0,1.0,0.083333,1.0,0.0,0.0,0.45,0.08171206225680934,0.20352333969573946,0.03448864008201213,0.0,1.0
C10169,0.20414121320799114,0.9999999999999998,0.11045801647780891,0.1720099349776005,0.01456225537257219,0.0,0.25,0.083333,0.166667,0.0,0.0,0.08333333333333333,0.29961089494163423,0.0774385952190968,0.10200630253611798,0.0,1.0
C10171,0.735473246811494,0.9999999999999998,0.0,0.0,0.0,0.05576392206822988,0.0,0.0,0.0,0.11904714285714287,0.0625,0.0,0.4941634241245137,0.24666694102074121,0.3266504173735983,0.0,1.0
C10172,0.1043632036056719,0.12499982812506444,0.026096472099532943,0.0,0.060759914334244144,0.0,1.0,0.0,1.0,0.0,0.0,0.2,0.6108949416342413,0.5342625366827386,0.040268370464442794,0.0,1.0
C10174,0.14303768454778196,0.9999999999999998,0.1832938172533285,0.0,0.426759471235507,0.0,1.0,0.0,1.0,0.0,0.0,0.2,0.06614785992217899,0.22034723447588841,0.2893087666011068,0.0,1.0
C10175,0.04430607422601611,0.9999999999999998,0.39160567445622446,0.4560076181251166,0.2685824532900081,0.0,0.666667,0.416667,0.333333,0.0,0.0,0.2833333333333333,0.29961089494163423,0.32886628218968933,0.02768586779514321,0.0,1.0
C10176,0.10660745868487001,0.5416672968747636,0.0,0.0,0.0,0.5534593100057961,0.0,0.0,0.0,0.31746,0.3125,0.0,0.29961089494163423,0.6634656827789556,0.031983556797479495,0.0,0.25
C10178,0.002929713493802752,0.12499982812506444,0.059472361211333064,0.0,0.13846835536518723,0.0,0.25,0.0,0.166667,0.0,0.0,0.05,0.9610894941634243,0.05348069012027816,0.0071896538768312455,0.181818,1.0
C10181,0.2039398176194254,0.9999999999999998,0.0,0.0,0.0,0.031011451851617203,0.0,0.0,0.0,0.2380957142857143,0.125,0.0,0.12840466926070038,0.08620624911298731,0.06769220626517358,0.0,1.0
C10183,0.3719137424507693,0.9999999999999998,0.0,0.0,0.0,0.307561438505988,0.0,0.0,0.0,0.8333328571428571,0.8125,0.0,0.22178988326848248,0.4454955570978229,0.2881017650174793,0.0,1.0
C10185,0.004593899990957452,0.24999965625012882,0.050771554766115036,0.0,0.11821043497526033,0.0,0.416667,0.0,0.416667,0.0,0.0,0.08333333333333333,0.40077821011673154,0.1523123720459718,0.031298880700029154,0.166667,1.0
C10190,0.014890299333576027,0.9999999999999998,0.12959622231561588,0.16132885233992283,0.07418672919282181,0.0,0.666667,0.416667,0.416667,0.0,0.0,0.25,0.7665369649805448,0.08089703826409647,0.022652899483741128,0.0,1.0
C10191,0.021366888828682894,0.7500003437498708,0.3982764909720956,0.0,0.9272994978214313,0.0,0.833333,0.0,0.75,0.0,0.0,0.36666666666666664,0.08171206225680934,0.4786910296004116,0.032723331902875866,0.142857,1.0
C10192,0.21631006669001543,0.9999999999999998,0.029296085132702664,0.0,0.06820951185289123,0.24977876760884316,0.166667,0.0,0.166667,0.35714285714285715,0.25,0.03333333333333333,0.45525291828793774,0.21729686451978888,0.06202797287060293,0.0,1.0
C10193,0.11089042103761002,0.9999999999999998,0.10239951153367326,0.05205391590610857,0.16499427664131158,0.0,1.0,0.333333,0.916667,0.0,0.0,0.5,0.058365758754863814,0.10621040498817666,0.11490495186221136,0.0,1.0
C10196,0.12251334431827123,0.9999999999999998,0.061742222997565606,0.1019186025583549,0.0,0.1440950142780356,0.333333,0.333333,0.0,0.11904714285714287,0.0625,0.25,0.10505836575875487,0.050837540564792456,0.04740584127489971,0.0,1.0
C10197,0.004895582627889827,0.6250005156248064,0.05558683361219263,0.09175783001240236,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.05,0.4669260700389105,0.04659984925647345,0.009234366325408137,0.090909,1.0
C10199,0.005124014287366676,0.12499982812506444,0.01570070335979193,0.025917332870835478,0.0,0.245932970815208,0.083333,0.083333,0.0,0.11904714285714287,0.0625,0.016666666666666666,0.29961089494163423,0.3019094141249048,0.004103338880051037,0.083333,1.0
C10201,0.5051330187456882,0.9999999999999998,0.1499774005027397,0.24756943194573067,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.25,0.29961089494163423,0.20352050277579398,0.23700527786782427,0.0,1.0
C10205,0.2502653056624802,0.9999999999999998,0.1730645711249792,0.2856796918717092,0.0,0.0,0.166667,0.166667,0.0,0.0,0.0,0.08333333333333333,0.6108949416342413,0.09924328284290374,0.1262964858240343,0.0,1.0
